raw_reads	filt_reads	filt_UMI	mapped_reads	pct_mapped_reads	reads_in_gene	pct_reads_in_gene	genes_detected	UMI_in_gene	MT_reads	pct_MT_reads	UMI_in_gene_per_mapped_reads
94576.3.18.49	16597	15934	1517	14954	90.154681760102	14079	84.8894317740596	557	854	198	1.18976049903539	0.0886969340841197
94576.3.18.56	75648	72861	3427	64023	84.6613812033923	58754	77.6839372191179	1083	2179	5864	7.74823437016326	0.0518547486587634
94576.3.18.59	63790	62111	2807	55420	86.9214608008678	52655	82.5966709380274	861	1741	3594	5.63077037805861	0.0478059645099309
94576.3.18.5	176414	170388	5436	142227	80.6696560287383	125444	71.1611274405412	1656	3805	23327	13.2478196730334	0.0397273345635103
94576.3.18.60	184246	178997	5088	164828	89.5529494211625	143234	77.8208823145055	1372	3580	19125	10.3789673350177	0.0326960764059783
94576.3.18.68	953	887	470	782	81.947239562637	693	72.796627912442	184	220	77	7.8787509774012	0.430832789736899
94576.3.19.0	443708	429084	11545	367970	82.9911369840557	322730	72.7951837122963	3169	8620	40272	9.09109908695055	0.0342142674280831
94576.3.19.12	450486	434343	11743	381570	84.8273931722687	337384	75.0264349192558	3737	9882	23940	5.32484482203592	0.0378484230669614
94576.3.19.14	327362	315737	9516	272044	83.2421689870705	239949	73.4339234140608	2954	7349	23814	7.27655554300139	0.0407941846960514
94576.3.19.16	991885	971962	28621	887788	89.5748668729618	765001	77.2155296754415	5223	19059	41297	4.16641598160844	0.0331108886774604
94576.3.19.18	144447	138662	4168	122795	85.1466212344376	106857	74.0970197769543	1530	3301	17583	12.209949184364	0.0397113708126503
94576.3.19.19	195501	188809	6319	170958	87.5487708184486	155821	79.7853816634186	1902	4630	16563	8.4709983496894	0.0413117796896339
94576.3.19.1	742119	715829	19391	626418	84.4634580988501	573524	77.3386962925734	4702	14968	42126	5.68425780364702	0.0348065932006941
94576.3.19.20	158788	153319	4600	134114	84.5791435633625	123786	78.1057493021867	1676	3717	19567	12.3615305700247	0.0409322363321415
94576.3.19.21	125888	120155	3825	106569	84.8156757207794	95752	76.2288214266446	1275	2970	14470	11.5368100866723	0.0417189015386844
94576.3.19.23	157396	153465	4584	135980	86.504974121132	119567	76.0742614534591	1235	3158	10209	6.49910912812956	0.0357230781500875
94576.3.19.25	313883	301813	8550	259928	82.9012378698237	233540	74.4874147375801	2667	6671	21404	6.83044906942738	0.0373416475763283
94576.3.19.26	582771	566980	21505	510685	87.6701261717081	415472	71.3318437728787	4985	14326	49920	8.55707947876692	0.0429879059000594
94576.3.19.31	215841	208242	6404	181014	83.9380069806553	165510	76.7534345461471	1943	4738	17952	8.32202769945309	0.0382699396518999
94576.3.19.33	242846	232797	7350	203055	83.6638071559042	178838	73.6792022464315	2291	5201	12513	5.15864855111172	0.0371519873502803
94576.3.19.34	168897	163841	6106	146009	86.4827867153561	130709	77.4195309631055	1788	4173	11498	6.8183366893574	0.0423291055259982
94576.3.19.35	476856	455847	16790	406243	85.2248196409271	356536	74.7955870493366	4305	11577	34820	7.29876537698383	0.0422629500679806
94576.3.19.36	290934	281544	8329	261774	90.0590648890801	236423	81.3292384828876	2346	6203	19370	6.65727192986992	0.0351378834154522
94576.3.19.38	285235	276951	8686	252352	88.5526447233936	231052	81.1056429912362	2356	6235	9129	3.20300020774438	0.0370099030453586
94576.3.19.43	101670	97100	3344	80751	79.5677533536631	71495	70.4575923290308	1270	2560	6617	6.52224365971797	0.0474833540859092
94576.3.19.47	84590	80953	2704	71993	85.2598907062103	65725	77.8675049851972	1134	2165	1700	2.02427083997946	0.0430338739905095
94576.3.19.49	144881	138751	4911	118422	81.8170663984712	109240	75.4649307328398	1375	3237	19049	13.1708313835452	0.0402564349944149
94576.3.19.4	646456	625117	17434	547137	84.6887252349926	451428	69.8775421107756	4777	12936	22549	3.49703523571656	0.0339364819559542
94576.3.19.54	102639	99915	3327	89746	87.486669427841	80667	78.6565335127942	994	2291	11477	11.1804568734668	0.038133875960288
94576.3.19.56	55083	53938	2573	48698	88.4356916121484	43335	78.6815116213351	768	1547	3922	7.12088382417293	0.0488053171352436
94576.3.19.59	188607	181293	5606	159991	84.8921668613576	137304	72.8616708595982	1782	3967	15086	8.00458947191725	0.0357230446691933
94576.3.19.65	61566	60020	2482	53975	87.7369282258688	43732	71.0360927641828	791	1546	2686	4.38806508401641	0.0448290784105413
94576.3.19.68	182571	177937	4911	163734	89.7195018876627	152070	83.3435782341439	1476	3683	7545	4.12387794487024	0.0341642305983059
94576.3.19.69	1103	1020	510	829	74.9821925548861	732	66.0998304117763	223	276	140	12.7211403512957	0.491001415428167
94576.3.20.14	249588	239656	7054	205452	82.4146100635385	184841	74.1527124631619	2299	5458	19834	7.96620325506313	0.0388892792235242
94576.3.20.16	185855	179000	5418	160622	86.4991435769022	148589	80.0152135813565	1670	4126	10640	5.75189890473142	0.0385279365218314
94576.3.20.20	258451	247672	7166	209434	81.1431581151897	190892	73.9608955689559	2505	5855	20127	7.79396965613996	0.0408727181019612
94576.3.20.24	478606	455653	13216	401501	83.9590207832933	363188	75.9571498727007	3721	10356	40895	8.57164969761144	0.0372533936960444
94576.3.20.26	585747	565538	15921	492878	84.196229552745	435184	74.3445027343177	4230	11805	19433	3.32193940562563	0.034410234128062
94576.3.20.29	322968	308202	9739	262850	81.4335037708056	242636	75.1604526461653	2939	7220	19295	5.99043741217654	0.0392369692202577
94576.3.20.2	761600	732891	19900	646605	84.9535932538929	577984	75.94784811728	4775	15205	79322	10.4206012344845	0.0342277467144877
94576.3.20.33	204396	195365	6617	165469	81.0137982184148	152855	74.8378170032286	1959	4648	14511	7.11050808781284	0.0405400542167948
94576.3.20.37	66488	65172	2306	60488	91.0144846310241	55680	83.7773318144445	592	1393	3989	6.00656874321364	0.0350150083000829
94576.3.20.38	79381	75496	3520	66964	84.4128715808838	61196	77.1436054980997	1248	2430	6500	8.17656184977	0.0547596189128585
94576.3.20.40	246876	236933	6955	209463	84.8936769195084	190067	77.0404000046946	2031	5243	19959	8.09826823076515	0.0368387355231019
94576.3.20.43	353085	338265	9307	299578	84.8989465393633	272967	77.3772474762954	2915	7535	25310	7.18027703897291	0.0360620476986906
94576.3.20.44	105789	102718	3269	94008	88.8984905531643	89208	84.3679209660019	1024	2381	4194	3.96471532574622	0.0372256579493774
94576.3.20.48	38971	37680	2523	32153	82.5078984419196	29188	74.9062354525681	801	1349	2972	7.64334209122804	0.0662130234693992
94576.3.20.49	306477	291644	9987	261569	85.413585085388	222992	72.8301751888398	3099	7196	12507	4.08565755025102	0.0394032062637314
94576.3.20.4	1365660	1326542	33178	1179325	86.419621004921	1015886	74.4395330912974	6691	25238	106508	7.8113176375684	0.031113774410957
94576.3.20.50	667758	654370	23718	589214	88.2488547870234	498114	74.6141005440637	4866	15011	31744	4.75695629890073	0.0392173937441907
94576.3.20.52	250712	241707	8380	220517	88.0157895008045	199379	79.5786757095922	2449	5665	9997	3.99232792559575	0.0381162155892059
94576.3.20.54	14069	13733	2026	12035	85.541303641349	10023	71.2845304241709	673	989	163	1.15834458480159	0.127406553011965
94576.3.20.5	377953	366912	10379	322858	85.4785015943484	279172	73.9239962685796	2980	7663	28229	7.47974012817392	0.0347279395905423
94576.3.20.61	18440	17468	1079	16254	88.1956153284371	13380	72.5595368180103	450	683	43	0.226715950709438	0.059862068018382
94576.3.20.6	409552	393773	11471	356343	87.0545990399138	296715	72.485563790373	3071	8041	29592	7.23473330940215	0.032560123719207
94576.3.20.7	315035	306926	8883	265605	84.3494729371607	232364	73.7926126444483	2026	5812	13771	4.37396717733951	0.0324115020437912
94576.3.21.19	530398	518586	13993	472038	89.032927034579	426550	80.4598370492054	2917	9728	33406	6.29748238521157	0.0306704141562187
94576.3.21.20	146803	140210	4434	120785	82.3517203700471	111075	75.739102917182	1618	3456	15124	10.3357794822786	0.0411270716468043
94576.3.21.21	223371	215351	6224	187583	84.0277971607493	175170	78.4787659284987	1843	4629	21878	9.81530254809829	0.0362212110584192
94576.3.21.22	992748	968972	26332	886086	89.2822610769354	780962	78.6909479863294	5415	18900	25725	2.59168460617813	0.0314163816516039
94576.3.21.28	381732	367112	10046	317943	83.3397448241225	288225	75.561003667759	3166	8083	26148	6.85689685246649	0.0365740148052167
94576.3.21.29	473449	459181	12271	418876	88.5080880467393	353825	74.7664142154383	3224	8750	35023	7.39739736985302	0.0301336238216656
94576.3.21.31	544589	520933	14784	463763	85.1985987349825	391531	71.9346469503285	4325	11297	21050	3.87112937304187	0.0345320937867825
94576.3.21.37	302654	293335	8858	263473	87.0864543406771	236997	78.3475096570047	2575	6484	6403	2.11878764178016	0.0357620110459107
94576.3.21.3	466632	454059	12347	390580	83.7296223778102	352454	75.5557484199704	3020	8927	53516	11.4778496180834	0.0334443278866087
94576.3.21.40	870	782	421	700	80.4410178662772	552	63.631063533443	164	197	49	5.73243108325476	0.440670003626191
94576.3.21.42	435312	421251	12771	385414	88.5761319125825	310860	71.4514310518966	3413	8797	11644	2.67707639988606	0.0336338836756497
94576.3.21.53	78447	77159	1856	73495	93.7136578420957	66218	84.4277149661652	493	1378	135	0.173648708062937	0.0272979236326078
94576.3.21.5	477983	462243	13086	385822	80.7740257912309	348868	73.0453468602268	3402	9666	22672	4.74792596137481	0.037214409691491
94576.3.21.64	151013	147392	4949	131192	86.8954797212515	116443	77.1139978876922	1184	3108	17483	11.5942145369108	0.0355704304482291
94576.3.21.68	208300	201900	5852	170035	81.6694663587129	156862	75.3509640451672	1769	4349	12064	5.79413888114199	0.0378907563772931
94576.3.21.6	368896	354799	9618	305489	82.8518415741909	264714	71.7988178136868	2856	7339	43314	11.7560481654678	0.0344516802573788
94576.3.21.7	1114465	1074048	28157	961272	86.3131137907713	845953	75.9593610098712	6262	21539	26106	2.34535189926227	0.032326300664611
94576.3.22.0	1127111	1101765	29643	1009520	89.584470213086	853744	75.7667065852446	5378	20222	83990	7.45142318379811	0.0294135401694992
94576.3.22.12	842094	811392	20678	715786	85.0629109225746	634732	75.4329306898572	5156	16424	54083	6.42515503043934	0.0332877360895511
94576.3.22.15	306307	296127	8041	259338	84.7259419478931	235522	76.9514773832251	2265	6021	52135	17.0421609771204	0.0346490084887528
94576.3.22.24	980349	952487	26083	856427	87.3900217310959	744616	75.9927687844327	5369	18561	70968	7.24944557178111	0.0315924568574758
94576.3.22.28	657120	639451	23427	583963	88.8853943656573	492257	74.9272346445994	5371	15842	37236	5.66292302393122	0.0408170598225054
94576.3.22.29	456404	440056	11980	397659	87.1597022590761	361257	79.1843460237707	3177	9071	19238	4.22106940515558	0.0327654650823396
94576.3.22.30	345687	334550	9234	291360	84.3201028696677	264489	76.5460065601963	2490	6720	20311	5.87295500192839	0.0334898301881406
94576.3.22.37	166643	162294	5421	136822	82.1450077082935	121489	72.9643864404171	1537	3610	16477	9.89380356457375	0.0396101703797009
94576.3.22.39	523777	511095	15774	464626	88.7308325836622	394118	75.2658723201764	3552	10477	31303	5.9751017737798	0.0335149073307192
94576.3.22.41	238462	230151	6989	201336	84.4765591421032	180605	75.7828828244493	2077	5186	24846	10.4333353668248	0.0380375927108067
94576.3.22.43	295550	284873	8730	253711	85.8789764099805	230147	77.8975903359079	2363	6152	20919	7.07954329717708	0.0355456358018042
94576.3.22.44	554665	536607	15903	477455	86.1298104556074	414525	74.7810306657704	4010	11470	28313	5.11537525961655	0.0352805574105086
94576.3.22.46	302036	290064	9585	246409	81.6321231991432	227624	75.4170747148067	2477	6622	62488	20.7057727300367	0.0395804282368971
94576.3.22.48	472553	460197	12631	405401	85.8230642178206	348178	73.7158060025662	3048	8706	35044	7.4295731015694	0.0314789956246755
94576.3.22.49	221622	213968	6610	189862	85.7100523850567	172178	77.7261455883352	1844	4672	21879	9.85764859073609	0.0360241455252329
94576.3.22.61	128044	124494	4135	103891	81.1816911871025	94519	73.8646297952033	1068	2569	12593	9.84634256855185	0.0370417512830903
94576.3.22.64	199330	190777	6267	171701	86.2079992974486	152919	76.786254737732	2256	4918	7225	3.61589696787879	0.0407795680467813
94576.3.22.66	1657	1589	656	1395	84.1974003421411	845	50.9505976991742	247	303	65	3.91469732944111	0.325372590003811
94576.3.22.6	385067	370486	10189	301969	78.4663471624142	261229	67.8894935171278	3013	7740	22968	5.97282423131549	0.0373200691210345
94576.3.22.71	869232	838505	22898	713001	82.0821353454764	646898	74.4812527598768	5476	17766	46522	5.3666784929784	0.0356096432294751
94576.3.22.7	927784	898040	25001	771555	83.1958243935601	687699	74.1540175320573	5339	18169	52543	5.66323376071133	0.0341869260800781
94576.3.23.11	289042	278076	12797	224418	77.7421876085651	194087	67.2260458352248	3426	8095	35911	12.412583257588	0.0548081913685942
94576.3.23.14	347125	336286	10035	293356	84.5517648233442	259330	74.742980441371	2564	7049	21577	6.22402197722225	0.0355256556682972
94576.3.23.18	1072326	1033118	26861	927296	86.5406110551408	821765	76.700305079286	6703	22528	69820	6.52326751079786	0.0351978435765918
94576.3.23.19	251933	242546	6982	221479	87.9585732591249	197093	78.2855869255148	2120	5272	11517	4.57129673188524	0.0346488449830429
94576.3.23.21	653980	640841	17442	593431	90.7652413404054	501063	76.6392542902586	3545	11584	15479	2.36857682662796	0.0291292367473042
94576.3.23.22	217347	210667	6493	184797	85.0890821265737	163602	75.3275142918923	1689	4504	48338	22.2744578629944	0.036424842484958
94576.3.23.27	221472	212462	6516	184182	83.1962777804061	165947	74.9668330080269	1993	4914	17969	8.12619247208763	0.0392498617407906
94576.3.23.28	282429	270887	10845	228567	80.9579774620182	196759	69.7002794967347	2926	6993	22437	7.9439616617803	0.0456610059832537
94576.3.23.31	441855	428157	12354	385673	87.3082032831255	342303	77.4896507527163	2989	8712	21983	4.97833704005135	0.0328159229390533
94576.3.23.34	155160	147987	4895	128759	83.0223490151518	115931	74.7589589654521	1645	3565	8423	5.4335264451682	0.0395299664137588
94576.3.23.35	336068	321834	9322	287305	85.5289170897575	255350	76.0208666567786	2693	6841	21609	6.44567851791118	0.0345969523225271
94576.3.23.41	240404	230913	6721	199185	82.8987450527854	177531	73.8917904334981	2093	5184	18061	7.52264100168159	0.0377687114562752
94576.3.23.43	217489	209898	6618	180288	82.9440943397904	164769	75.8097484544869	1965	4667	15313	7.05102022994035	0.0384774600485053
94576.3.23.44	116219	112945	4010	99465	85.6042912615229	88646	76.2743401720287	1164	2580	9610	8.26233504649073	0.0381253263567542
94576.3.23.45	144055	139402	4367	124593	86.5627075368494	112177	77.941894377289	1344	3090	12485	8.67705029068916	0.0361052023596689
94576.3.23.52	194232	189148	6314	164800	84.8797420707867	153228	78.9227400248993	1587	4106	28065	14.4617708166434	0.0377592331001139
94576.3.23.54	217181	208035	6696	183406	84.5336371458188	165703	76.3655597325341	2128	4951	19981	9.20474915127507	0.0393471310763804
94576.3.23.57	111412	105854	3680	91670	82.3541765077618	84512	75.9319385305849	1286	2760	8401	7.54000502199959	0.0442327971999241
94576.3.23.59	207238	202597	6138	180976	87.3981954583704	164092	79.2379825112765	1542	4128	14979	7.23084818666713	0.0331810900028087
94576.3.23.5	923637	909560	26344	798302	86.4630256128202	670260	72.6080518610986	4913	17148	65336	7.07367163712173	0.0321902086706619
94576.3.23.61	280714	267666	7815	237502	84.6721318704905	217198	77.4496320674177	2581	6312	14085	5.02619587197241	0.0384802927607941
94576.3.23.62	235925	225537	7346	191472	81.2232525459603	171635	72.8112861094868	2310	5485	14790	6.30568055775705	0.0425426520392911
94576.3.23.63	219594	212468	6739	184447	84.0221446745671	168432	76.7300495341195	1906	4821	29335	13.3656242439886	0.0386924365892474
94576.3.23.68	428633	419182	11497	387093	90.356096204876	347156	81.0244130223927	2859	8379	19446	4.54488744206722	0.0323405456845699
94576.3.23.9	1189686	1148020	29366	1012443	85.1612991340244	879210	73.9537393939016	6652	22681	79877	6.72222022449799	0.0326059631262096
94576.3.24.11	329351	314566	9345	259267	78.7723045113639	239738	72.8435000751159	3219	7528	11924	3.62668724589564	0.0416775084151789
94576.3.24.17	669674	652115	18253	596658	89.1280149336986	505016	75.4366079227013	3801	12312	70572	10.5454081781334	0.030694109552398
94576.3.24.19	285952	276032	11266	236424	82.7278324570357	201731	70.5784193639121	3055	7224	26883	9.39329742343085	0.046532579830744
94576.3.24.20	234768	226343	6687	194149	82.7548688557844	174802	74.5086198729341	2022	4966	15004	6.40715315644232	0.0374360493585936
94576.3.24.21	184710	177241	7956	150879	81.7448004355724	135233	73.2701024237371	2409	5233	24589	13.3321545323105	0.0543290536303462
94576.3.24.26	489344	475700	14246	423520	86.590748996987	366878	75.0237264182638	3318	9758	21257	4.3382226192017	0.0340635130441827
94576.3.24.29	346322	332392	9633	287804	83.1823742938089	262405	75.8361120052786	2789	7381	27204	7.86263231718871	0.0377993583726151
94576.3.24.34	642555	627033	19063	575574	89.6149509954643	501460	78.0760787387164	4028	13018	35724	5.55272828961594	0.0339962258057274
94576.3.24.39	317610	303730	9458	257437	81.1023381125286	235451	74.1787305871125	2914	7211	21467	6.77338188107095	0.040686140325834
94576.3.24.40	262399	252639	7114	224128	85.4741693272179	207960	79.3003310382694	2177	5527	21894	8.36384610817774	0.0361263080785674
94576.3.24.41	342446	328852	9416	297991	87.0703810074307	273205	79.8380370201437	2927	7576	28588	8.36452243093686	0.0367759968990819
94576.3.24.44	480607	466648	12807	430103	89.5318017333067	366917	76.3785333023938	3274	9189	21464	4.4743136445466	0.0314906832322644
94576.3.24.46	412788	398190	11443	355316	86.1331279559429	308005	74.6698948348784	3412	8541	17081	4.15059230162962	0.034780050631142
94576.3.24.63	165920	157770	5057	131928	79.5674818453428	120006	72.3873646148043	1747	3872	21072	12.7168808280179	0.0429696396008411
94576.3.24.67	1097	1052	469	872	79.6370619309687	756	69.0158217219149	179	218	69	6.30776765185367	0.393322653713321
94576.3.24.69	375583	357340	10341	307550	81.9647227290822	268377	71.5367571918952	3605	8551	14860	3.96877506507459	0.0393439703146471
94576.3.24.9	1033114	1004448	25205	907863	87.9087431169441	768169	74.3867654658444	5547	18292	29175	2.82563490727667	0.0289501096530583
94576.3.25.19	717772	692637	18324	611540	85.235487576849	524501	73.112161673708	4465	13566	47769	6.65753977388781	0.0317514508808879
94576.3.25.1	481189	467483	15092	399688	83.1224877682526	347288	72.2303098878638	3652	10241	33214	6.90371240362096	0.0382541888391656
94576.3.25.2	857359	826489	34074	671804	78.4121715328111	569785	66.5070779121675	6054	19007	38738	4.51843924993603	0.0430326179676436
94576.3.25.32	306755	294771	10975	248811	81.1452481582775	217329	70.8829146996557	3273	7793	20723	6.75065552470024	0.0465633768804378
94576.3.25.33	707413	686458	19373	600704	84.9502751330797	537901	76.076463004214	4575	14153	46423	6.57397940764196	0.0343381657417747
94576.3.25.40	368143	353585	10799	316797	86.1015566815667	274638	74.6482900665122	3087	7771	6209	1.68567830639737	0.035700848242602
94576.3.25.42	188069	181983	5450	158187	84.1649653073052	137087	72.9558927153254	1702	3902	2502	1.3311413682345	0.0354774832320459
94576.3.25.43	762087	742705	19933	687658	90.2572120805903	593535	77.9160333463568	4388	13993	19959	2.62345094031271	0.0296179881411989
94576.3.25.48	254449	247980	7448	220028	86.5228971582812	201083	79.0703056756368	1868	5176	31312	12.3134009311228	0.0349956757813472
94576.3.25.4	456229	442124	12486	366561	80.4201711457518	324469	71.1964008222436	3099	8602	25899	5.68741318229356	0.0342400138489942
94576.3.25.54	126637	123064	5856	112801	89.1215130216784	92584	73.1665227925849	1645	3431	4059	3.20302244458825	0.0472867660913089
94576.3.25.58	149621	145015	5104	125325	83.8314286580886	107866	72.1496726887828	1635	3469	804	0.538068520964862	0.0408461110861839
94576.3.25.5	406146	392589	11101	337349	83.1496869059659	302716	74.6257308218108	2813	7907	35382	8.71801858284166	0.0343036495117822
94576.3.25.60	311123	299911	8064	266584	85.722744028212	248549	79.9272115095183	2445	6443	14247	4.58500493472213	0.0352640916126732
94576.3.25.61	403094	390050	11125	349324	86.7019398398615	298955	74.1994245784075	2961	7939	22476	5.57745714131274	0.0337349197106212
94576.3.25.66	698760	685637	21075	629647	90.1324541572693	530553	75.9409737226872	4344	13683	25184	3.60258631231745	0.032691007591957
94576.3.25.68	119060	114985	4490	87987	73.9522523403272	78615	66.0831018002853	1267	2616	2135	1.80950714851844	0.0442372997099514
94576.3.25.69	554689	534699	14701	471755	85.101636544388	423608	76.416878569735	4099	11184	40898	7.38196903201913	0.0344888213744381
94576.3.25.70	289352	283344	8361	255392	88.2890586998558	230960	79.8401272416078	2160	5706	6122	2.12268096000197	0.0326711482414639
94576.3.25.7	204941	196565	5487	135071	65.9865976909624	118849	58.0871838181035	1882	3879	179	0.0861669158130738	0.0414964939018955
94576.3.25.9	144002	138323	4579	96058	66.7681118837489	84376	58.6361155864172	1412	2930	61	0.0431347107124383	0.043850150122711
94576.3.26.10	394801	379986	9937	322895	81.9036387246369	294479	74.6926968470596	3063	7947	38782	9.82941926224022	0.035800013262851
94576.3.26.12	121759	115842	4108	92844	76.3506476422879	78560	64.6227695833121	1442	2823	1677	1.37648203330991	0.0439908350029273
94576.3.26.15	270900	259868	7272	216462	79.9682039858931	195004	72.0501687856901	2683	6530	19067	7.04778699833681	0.0448326186362682
94576.3.26.27	385391	372217	11241	316983	82.3282314702738	276912	71.9434511608977	3030	8274	23488	6.10300905830141	0.0387678130007083
94576.3.26.31	361602	347905	10619	306906	84.9715494954173	274734	76.0616107287041	3104	8004	33286	9.21414158702956	0.0380894740344836
94576.3.26.33	415713	402180	11762	351522	84.637962883936	317437	76.4439830343978	2802	8161	48109	11.5762128653699	0.0343840193680948
94576.3.26.40	362871	354759	10303	324020	89.3312126646906	277389	76.4708154856666	2570	6965	20665	5.7015583455916	0.0317181662320296
94576.3.26.44	309003	300336	8807	264382	85.5818679559249	236246	76.4741260439175	2331	6105	7430	2.40110356269854	0.0340799819530077
94576.3.26.45	125828	121188	4184	107372	85.401796368096	98235	78.1470735527298	1330	3031	16674	13.2952072775547	0.0420776645156012
94576.3.26.47	168363	163814	5067	135546	80.5382378978747	118917	70.6603773581133	1474	3430	23439	13.9357643670218	0.0377802599130216
94576.3.26.48	152087	146548	4318	123455	81.2068438053044	110002	72.3620908805089	1339	3065	9354	6.15657509765523	0.0364644600405364
94576.3.26.52	525136	509852	16105	459339	87.4889280936771	386300	73.5867893768179	3855	10753	24482	4.66204623881151	0.0345998739867393
94576.3.26.57	296826	288830	8189	265951	89.6259727228773	234119	78.9053366067998	2245	5836	8994	3.02519986534203	0.0322563302360082
94576.3.26.58	383105	373898	10248	334233	87.2683472441099	296703	77.4624627921407	2330	6901	18531	4.83880208803293	0.030851675669614
94576.3.26.59	189388	182913	6028	154058	81.368931131767	135473	71.5711183240942	1809	4053	15869	8.38919556483597	0.0378131088276781
94576.3.26.5	691214	666479	17184	540609	78.3163982070023	492476	71.3548018065766	4520	13288	54186	7.84149200167489	0.0367314212454712
94576.3.26.69	451224	431347	13232	374702	83.0958456249881	327510	72.6398157583739	3636	9538	29103	6.45720306469851	0.0364820842711913
94576.3.54.15	231536	223136	7062	195169	84.4192576168208	180693	78.1777807842074	2130	5395	19866	8.58589735957975	0.0427048907597743
94576.3.54.16	508889	485717	14958	431446	84.9619914876934	371882	73.2585944280485	4768	12666	26133	5.16373622905672	0.0441789695769535
94576.3.54.26	260050	251133	8305	223117	85.8601677400195	202468	77.9338794781733	2446	6274	15628	6.01203783622444	0.0414017896715406
94576.3.54.28	123744	119397	4048	102899	83.2167644829501	94738	76.6353301323177	1432	3062	6926	5.60027179487077	0.0437804889739616
94576.3.54.30	89491	85217	3660	73087	81.7569096292623	64175	71.8065545347907	1391	2647	13632	15.2491933370103	0.0524128959666707
94576.3.54.35	121750	116142	4389	100013	82.2282713295652	93173	76.6114339236108	1654	3439	13577	11.1804994654834	0.0495092810603499
94576.3.54.3	289197	281724	8606	224392	77.6828600105425	199212	68.9581724229556	2123	5691	26704	9.25086849137818	0.0379766774139407
94576.3.54.40	115903	111995	3808	99354	85.8316850320213	90529	78.2757587446482	1215	2753	12703	10.9871282184006	0.0426094798196507
94576.3.54.49	25656	24979	1174	23547	91.8242572502765	19189	74.8321267894905	427	733	1904	7.44931247040038	0.0455378011950638
94576.3.54.4	231826	223285	6692	170910	73.7981416912596	151586	65.4625618571784	2265	5148	12679	5.47866296591381	0.0440316296379371
94576.3.54.50	573658	546179	16534	495717	86.5067531890591	422700	73.7723520478082	4752	13052	25412	4.44090940835199	0.0378634630885887
94576.3.54.55	140250	136860	4528	123411	88.0460226109268	104993	74.883999892644	1266	2981	12729	9.08529025776503	0.0364797944584503
94576.3.54.59	278138	273158	8388	252095	90.6857962079578	221582	79.6991655787955	2050	5791	11853	4.26666317387805	0.0344877996594515
94576.3.54.62	139335	133361	4675	120586	86.6625385493393	111392	80.0328707811988	1532	3507	9258	6.65825421500684	0.043850893226662
94576.3.54.64	299460	286293	9322	263350	88.0768666448478	233237	78.0162742403548	2667	7036	17820	5.93870602825778	0.0408145251572075
94576.3.54.66	92911	87505	3522	76873	82.9516992293059	68033	73.4531546590196	1510	2803	3555	3.84359539015228	0.0543804058878637
94576.3.54.67	359	334	211	282	78.2143700853836	235	65.1132260132969	107	116	13	3.9478080388782	0.407070707070707
94576.3.54.68	272288	259776	8667	224230	82.4853055724944	202367	74.4575046462372	2646	6788	14407	5.31176434146502	0.0462445776004751
94576.3.54.6	233444	224047	6768	178836	76.6603423745205	160181	68.6668002015907	2288	5173	7130	3.05575925325331	0.0418744971406101
94576.3.55.0	445960	433243	17489	353958	79.4234144450781	310949	69.7805680053141	4047	11123	40707	9.13315177858301	0.0478788149909332
94576.3.55.12	531618	511364	14942	437110	82.2916075567613	392444	73.8951419694923	4275	12199	43474	8.18347958954112	0.04063449080238
94576.3.55.17	214471	206374	6085	181388	84.6370654139507	160153	74.7243277992853	2016	4755	7053	3.28852652182595	0.0378575716525626
94576.3.55.20	250529	239146	8210	216513	86.4860973433954	188129	75.1540716697574	2609	5996	10741	4.29904927711538	0.0404136297200098
94576.3.55.21	257681	245651	7953	216279	84.0158865084353	193143	75.0308117311607	2577	6047	18790	7.30602055468482	0.0403698669150207
94576.3.55.25	502644	490062	16210	451912	89.9504403799614	369752	73.5973380251129	3401	10145	22113	4.38521353522565	0.0337102243613048
94576.3.55.27	508632	495321	15954	453646	89.2400021678648	390920	76.9037304058001	4078	11515	18367	3.6177653084582	0.0378716891198465
94576.3.55.2	727060	701443	21664	601290	82.7666314521886	529235	72.8533312039105	4981	15326	34270	4.71896550807852	0.0370374426769259
94576.3.55.32	237812	231960	6960	212088	89.2310176854273	189248	79.6307001922344	1828	5012	12236	5.14885660404571	0.0354608380332807
94576.3.55.34	529388	510562	14432	461086	87.1750839970658	402137	76.0522575750392	4136	11597	18628	3.52532012777529	0.0366840843794473
94576.3.55.35	349342	336291	10104	301485	86.3943041842704	262693	75.2904990916292	2962	7611	35948	10.311988819677	0.0371916296412902
94576.3.55.40	120791	113713	4485	100703	83.5888981277722	87339	72.496839312679	1677	3447	7008	5.80845100541083	0.0506971194601297
94576.3.55.41	85876	82818	2840	72971	85.0935690496061	65887	76.8992211740627	1143	2229	5580	6.51063870556503	0.0460827799951459
94576.3.55.42	200719	194741	6166	182095	90.8042017693315	156990	78.2684084338075	1807	4376	5785	2.88064277980645	0.0378162072070822
94576.3.55.45	182340	175036	6564	155620	85.4963275977136	142124	78.0768371996229	1896	4578	10259	5.62164778563118	0.0457768966965428
94576.3.55.47	68060	67293	2548	59740	87.7843559128072	55263	81.2660295887763	622	1555	11822	17.3374920198438	0.042170198909043
94576.3.55.49	413216	398144	11923	359905	87.1451539077814	321603	77.8751504014224	3447	9188	27176	6.57655722280326	0.0375262848298002
94576.3.55.4	592050	568335	16117	487835	82.4598216752885	427740	72.3118862232761	4387	12512	42092	7.11811932280272	0.0369459611345966
